,under-canon,under-near1,under-near2,under-far1
ground_lightsource,-0.2849508059757212,-0.12810612153917064,-0.2449771339551305,1.2179636963614913
ground_container,-1.1605485428006574,-0.6190936117189852,-1.022552525232426,-0.8730701660863621
support,-1.4255597591783347,-0.09917515793973364,-1.231394400468644,-0.9839566585739095
ground_verticality,4.284788167114102,-0.395565419707542,2.9216361531281074,0.4030259725032787
size_ratio,-0.2153517013189784,-0.21344392537931636,-0.15943366235759615,-0.15981255681842718
shortest_distance,1.2234712598112796,-0.5147220552008861,2.008527240580239,-0.47911579314471175
contact_proportion,-1.1928934617141835,-0.1796890042767869,-1.0109029184792626,-0.3705819825395562
above_proportion,-1.666664530723598,-0.9359531580549707,-1.4804343319909945,-1.27870293465538
below_proportion,3.107707948289624,-0.6814744981427328,2.74702124347506,0.288456014952284
bbox_overlap_proportion,-0.852997205007076,4.6253242889832125,-0.7315820206511212,1.0491126647112425
horizontal_distance,-1.5017499266681615,0.05007817518849776,0.8449165482068056,0.12368508924130359
f_covers_g,0.6741040962689575,-0.6387382250769269,1.353019651084514,0.4074092465546689
g_covers_f,2.294868885477369,1.5534280626580896,-0.8065293573759658,-0.0660455233279893
figure_lightsource,-0.12166736738870318,-0.12166736738870318,-0.12166736738870318,-0.1216673673887032
figure_container,-0.8935409849599804,1.5416719317448009,0.45814242006078487,1.042918479399332
location_control,-1.8032498902564964,0.031139940687569423,-1.558893164349851,-0.5713528141868957
