,below-canon,below-near1,below-near2,below-far1
ground_lightsource,-0.12166736738870354,-0.2217970912516835,-0.1761962361952549,0.4026786865213171
ground_container,-0.5968659206925575,-0.31942419976992764,-0.780155225631071,-1.2019217364978583
support,-0.6274330686697586,-0.6245578574728382,-0.8929189000211741,-1.1353187306595318
ground_verticality,2.6050784063451276,-0.5149920639018091,2.27977963473972,0.2833531709828852
size_ratio,-0.2133838965557447,-0.21288139823798688,-0.18132436137493768,-0.18033634752781533
shortest_distance,0.6464938023285671,-0.28613441806649825,2.0397301972415893,-0.39390590772839884
contact_proportion,-0.4495031203312162,-0.4448969185351699,-0.7047015855297661,-0.9551158635581256
above_proportion,-0.9059561524155013,-1.3724426529411058,-1.1599964134472451,-1.7445677530078896
below_proportion,1.634384071904024,0.10991940657388743,2.0926293066244597,-0.17025556091965033
bbox_overlap_proportion,-0.35704354860780596,1.2585912974701228,-0.5253421370148958,3.1061428755181435
horizontal_distance,-0.9144830326470748,-1.0418373340279001,1.4168858468993246,0.7921327649920809
f_covers_g,0.2532155678620782,1.2610553010322916,0.2704740480996982,-0.5559877249932547
g_covers_f,1.5240177774945138,0.4355476815277588,-0.7453734447228616,0.2703832641199101
figure_lightsource,-0.12166736738870318,-0.12166736738870318,-0.1216673673887032,-0.1216673673887032
figure_container,-0.5968659206925582,-0.6969268692220314,0.49144883285061886,2.4934449421012297
location_control,-0.8052554546961862,-0.40908125285803754,-1.1208652921148918,-0.6861473736738322
