,above-canon,above-near1,above-near2,above-far1
ground_lightsource,-0.7777018556241243,-1.5406956363646689,-0.2784376394616589,-1.7114401377243138
ground_container,-0.4268064578325427,5.926859096773541,-0.0713482706613038,0.6821577292018087
support,3.632228928066229,4.5341056252206,0.09525573595070506,-1.1207325550847773
ground_verticality,1.6717193639028451,-2.504994921546462,-0.6176477228670646,1.7259697608854083
size_ratio,-0.2249188598490007,-0.23824937876394178,-0.20271175916495152,-0.24185994291286822
shortest_distance,-1.1897993644417155,-1.683467597215625,-0.021376757485690845,0.38637017843673077
contact_proportion,-0.028904226226283414,0.1446127084201927,0.007837162104226136,5.677353347560615
above_proportion,3.388445393657965,-0.5588012545452701,1.6795791185791529,-1.8493675851281826
below_proportion,-1.4186029301998784,-2.0604283100424983,-0.9086033192770776,-0.2866952961001359
bbox_overlap_proportion,-1.6092455447084661,4.307240814331994,-0.613904705554857,2.6058608103494776
horizontal_distance,-1.9096866848096825,-3.273419194204297,0.23023092916941287,1.5653094602055102
f_covers_g,-0.32273758525282525,-0.6906996997448966,-0.12239157259115732,-1.6318110106064094
g_covers_f,2.5796339937280033,1.9285586083516535,0.7225716985187041,1.151556656680848
figure_lightsource,-0.12166736738870318,-0.12166736738870318,-0.1216673673887032,-0.1216673673887032
figure_container,-1.75903734941824,-3.110688197313667,-0.739775945185699,0.8012479289474148
location_control,1.8799901073818888,2.4274308993690594,-0.013859275918595593,-1.6312215334776579
