,in-canon,in-near1,in-near2,in-far1
ground_lightsource,-0.12166736738870321,-1.6830652488770608,-0.15383522974674468,-0.26291042663287917
ground_container,1.6726983209532145,-2.5827346321326097,1.8188154457976244,2.314271251453787
support,-0.20334673186605098,7.538873497251205,1.7162990313908109,1.9000309889186493
ground_verticality,-0.3832424471159495,-3.1847932472357123,-0.44095989479264963,-0.6366689505896814
size_ratio,-0.21300355177900437,-0.2490574658359972,-0.2129402448630413,-0.21634293501764193
shortest_distance,-0.602573893987224,-2.5741791020975846,-0.6426724594034519,-0.7205223651387388
contact_proportion,4.64513598969473,9.075836920447873,1.5381237276914506,1.3294327841274745
above_proportion,-0.7337069290803598,-4.251116935841665,0.6958849816798585,-0.3350669225677962
below_proportion,-0.7484621051199398,-2.421749364520638,-0.7829351083717166,-0.8857084696379611
bbox_overlap_proportion,3.833227264138365,17.582822301086253,1.589179180832537,2.5261068150363397
horizontal_distance,-0.7717878053210346,-2.4686587120352983,-0.9374628529837015,-1.2338118365662116
f_covers_g,-0.057842059530429035,-1.3942438655271252,0.5366291289475256,-0.4306905828303652
g_covers_f,1.5240177774945125,5.003985948659044,0.9867356221732404,1.2292500224671024
figure_lightsource,-0.12166736738870321,-0.1216673673887032,-0.1216673673887032,-0.12166736738870321
figure_container,-0.5968659206925567,7.7721522203762365,-0.6582351131272081,-0.8663265515027951
location_control,1.501779876285172,4.12372666223396,1.6502170807006815,1.1773264124055012
