,0
ground_lightsource,0.023868850524488727
ground_container,0.5748417970664367
support,0.11922383559688615
ground_verticality,0.14486622276673486
size_ratio,-0.21553199535678638
shortest_distance,-0.6692748288505173
contact_proportion,0.6551143334209255
above_proportion,-0.9698853493698024
below_proportion,-0.7041528999183428
bbox_overlap_proportion,1.3521320319656964
horizontal_distance,-0.20953018920363498
f_covers_g,-0.6920924615452281
g_covers_f,-0.14600969365463617
figure_lightsource,-0.1216673673887032
figure_container,0.4274712504458335
location_control,0.9974624357013252
