,0
ground_lightsource,-0.47871749454522977
ground_container,0.31426855018305433
support,-0.3040709381366494
ground_verticality,-0.6947941438950098
size_ratio,-0.19426701775419938
shortest_distance,-0.01711025037354935
contact_proportion,-0.17040775014033538
above_proportion,1.9014217591263587
below_proportion,-0.938847038168312
bbox_overlap_proportion,-0.7479523075974703
horizontal_distance,0.07408416736379293
f_covers_g,0.3638849375146049
g_covers_f,0.5631363900666277
figure_lightsource,-0.1216673673887032
figure_container,-1.0352001293965836
location_control,-0.39848291733717833
