,scene,figure,ground,Baseline Model,Neural Net Classification,Supervised Distinct Model,OSF Sense Model
0,compsva12,box,book,0.5129832942704071,0.8910958766937256,0.5051917557901222,0.18510468039730146
1,compsva12,box,table,0.5453990276876944,0.9684933423995972,0.6045744103757948,0.2800316136555153
2,compsva12,box,pear,0.21291915495701694,-0.06741300225257874,0.0314142438987563,0.07029724879875238
3,compsva12,book,box,0.21506122855452256,0.11228974163532256,0.03048526034563061,0.1130802765725014
4,compsva12,book,table,0.6968093096260564,0.9690769910812378,0.8712692726668019,0.4571135103287373
5,compsva12,book,pear,0.20201000617614018,0.04640564322471618,0.03625029983460521,0.06394592012004427
6,compsva12,table,box,0.18150415845963336,-0.058743655681610114,0.027770526823405358,0.13969447039502614
7,compsva12,table,book,0.18544283061068134,-0.01822185516357422,0.030178304504166312,0.06394049903461713
8,compsva12,table,pear,0.18010866380969848,-0.11509308218955995,0.0284658159534242,0.06372746209344972
9,compsva12,pear,box,0.23003553573151556,0.5243859887123108,0.0426281810372304,0.13149052422956375
10,compsva12,pear,book,0.5378876322069512,1.1995887756347656,0.5643697402820326,0.31314687142475583
11,compsva12,pear,table,0.5409579120368341,0.6582788228988647,0.5910333524917772,0.2806020304673349
12,compsva13,balloon,book,0.19221377590266425,0.04536192119121552,0.05926248942193199,0.06585402855902425
13,compsva13,balloon,table,0.20654910636273968,-0.24910524487495425,0.06460471307441032,0.11909650901949385
14,compsva13,balloon,pear,0.19411877265577532,-0.005893602967262268,0.0596568217659721,0.0661293418046974
15,compsva13,book,balloon,0.17535288804273083,-0.005298405885696411,0.026592518089309708,0.09935181326697398
16,compsva13,book,table,0.6878322680591471,0.965229034423828,0.8734998968512403,0.4518524128230947
17,compsva13,book,pear,0.1836544944078507,-0.13059967756271362,0.029314629546293325,0.06396227688718592
18,compsva13,table,balloon,0.1758751414826761,0.011112108826637268,0.02778608462541632,0.0629537572019595
19,compsva13,table,book,0.1854232677214303,-0.018389344215393063,0.030174004751809112,0.06393850254761305
20,compsva13,table,pear,0.17959847430176093,-0.09565886855125427,0.028151745081429064,0.06364241729511383
21,compsva13,pear,balloon,0.1762255443530183,-0.0015045404434204102,0.02678846679261329,0.10013874675843697
22,compsva13,pear,book,0.5484174323835391,0.9583946466445924,0.5371915455382705,0.2889520213052619
23,compsva13,pear,table,0.534365418129035,0.8067474365234375,0.5636886866189654,0.2746532458269237
24,compsva14,box,book,0.19228672523372145,-0.06650114059448242,0.02658310525171572,0.06317322459282873
25,compsva14,box,table,0.15157790551544914,-0.3725660741329193,0.03093473710514145,0.09527861107286492
26,compsva14,book,box,0.6748608155227624,1.0883750915527344,0.5467438712647653,0.3300731551084789
27,compsva14,book,table,0.15409958569888202,0.0005885809659957888,0.037207736100319584,0.09938829428555107
