,scene,figure,ground,Baseline Model,Neural Net Classification,Supervised Distinct Model,OSF Sense Model
0,compsva12,box,book,0.5636187038673688,0.4892125725746155,0.1278113718967867,0.1687478405410809
1,compsva12,box,table,0.5469008102771458,0.4377232789993286,0.2535074824994117,0.16991281444918255
2,compsva12,box,pear,0.4994980686261225,0.5361209511756897,0.2974812970102928,0.13809374354392376
3,compsva12,book,box,0.20396735425802984,0.2865526080131531,0.009331687634879259,0.06936756358577749
4,compsva12,book,table,0.5058798158360355,0.03569650650024414,0.24268820400445634,0.1575005212484022
5,compsva12,book,pear,0.21706496624021615,-0.2546056807041168,0.009307994360140022,0.06139220000398194
6,compsva12,table,box,0.1971909471774483,0.10257291793823242,0.008689619794320773,0.07495769985453
7,compsva12,table,book,0.20524645195858449,0.020978957414627075,0.008710801123331044,0.057989673363051615
8,compsva12,table,pear,0.19678118930986097,-0.01689630746841431,0.00843527939610825,0.05568916913070357
9,compsva12,pear,box,0.22366152111419307,0.1892139315605164,0.008115475352740369,0.07578755390880443
10,compsva12,pear,book,0.5145406102001193,0.6584411859512329,0.12405979509820612,0.15703864868162096
11,compsva12,pear,table,0.5680394281487597,0.26167744398117065,0.2571867554618873,0.17407840445654044
12,compsva13,balloon,book,0.5696163035018802,0.7812477350234985,0.35006620895712165,0.15325334692103762
13,compsva13,balloon,table,0.5980099980691502,0.9620505571365356,0.3671285391607843,0.17607368434734078
14,compsva13,balloon,pear,0.5747953583644037,0.7193936109542847,0.3535658589879994,0.1552961172902028
15,compsva13,book,balloon,0.1955537792245509,0.05394315719604492,0.008660933498163595,0.054699985861547874
16,compsva13,book,table,0.5207138819571541,0.09069640934467316,0.2477030994474097,0.16266888005806038
17,compsva13,book,pear,0.19816273418370614,-0.004471421241760254,0.00914839692866299,0.05606500469308381
18,compsva13,table,balloon,0.19578104091717852,-0.060517251491546624,0.008491062755445823,0.055486479293634164
19,compsva13,table,book,0.2052469477762084,0.021427571773529053,0.008711931921174407,0.05799208383939342
20,compsva13,table,pear,0.1967689420936184,0.002450957894325257,0.00850593221609925,0.05566782828425722
21,compsva13,pear,balloon,0.19581959103047844,0.05565844476222992,0.008637222929516223,0.05482421788434659
22,compsva13,pear,book,0.5711954360139152,0.3252710700035095,0.13241616599189304,0.1718098240656181
23,compsva13,pear,table,0.5492396727251165,0.3614113330841065,0.2638120361896251,0.17450959246818015
