,scene,figure,ground,Baseline Model,Neural Net Classification,Supervised Distinct Model,OSF Sense Model
0,compsva12,box,book,0.37986718772763817,0.067225381731987,0.02355911663322136,0.0021919198188960843
1,compsva12,box,table,0.38869648492214376,-0.02660396322607994,0.023210597473641657,0.002253287329511731
2,compsva12,box,pear,0.33456517047047163,0.0689491480588913,0.017943497603650715,0.001992018501876118
3,compsva12,book,box,0.34705427437989106,-0.02660396322607994,0.018032787763919863,0.1024163395219849
4,compsva12,book,table,0.42435758234054555,0.04123938456177712,0.024429069852460808,0.0022680196039232443
5,compsva12,book,pear,0.35809018200003917,-0.02660396322607994,0.01845827363085484,0.002242928657418875
6,compsva12,table,box,0.29927191098738964,0.010877586901187895,0.015870171674983728,0.08131266377694385
7,compsva12,table,book,0.3011975121398302,-0.021164394915103912,0.016013803926307166,0.0018939364041758071
8,compsva12,table,pear,0.298605079692388,0.022311981767416,0.015783344807867004,0.0018750428996625143
9,compsva12,pear,box,0.49463511220381445,-0.02660396322607994,0.022269949160281338,0.14207206803011094
10,compsva12,pear,book,0.4217655149668808,0.3295651972293854,0.024260781486830047,0.002566449873356411
11,compsva12,pear,table,0.3749444576721067,-0.02660396322607994,0.022577757720354967,0.0022227548587745176
12,compsva13,balloon,book,0.2812446632112134,0.03150825574994087,0.015255480096864312,0.0019258875309887968
13,compsva13,balloon,table,0.3051085753423444,-0.01938172429800034,0.01694488824312472,0.0019670890483718647
14,compsva13,balloon,pear,0.2843609681961139,0.033328842371702194,0.01540769485295129,0.001926978958729125
15,compsva13,book,balloon,0.2799877872882783,-0.02660396322607994,0.014579396294657468,0.0018794404346513
16,compsva13,book,table,0.4150582753999557,0.04979100450873375,0.023991399167207304,0.0022344781704108662
17,compsva13,book,pear,0.3029680805522054,0.0043917521834373465,0.016073185854848685,0.001884588683906519
18,compsva13,table,balloon,0.2890022397211049,0.017826199531555176,0.015467332252189122,0.001874708352003561
19,compsva13,table,book,0.3011377273508797,-0.02118910476565361,0.016011616426662892,0.00189377830142444
20,compsva13,table,pear,0.29730027940875753,0.02666756883263588,0.015691380313840174,0.0018740763443515144
21,compsva13,pear,balloon,0.2813748686522616,-0.02660396322607994,0.014647901506603141,0.0018803887601050878
22,compsva13,pear,book,0.3623823359015471,-0.02660396322607994,0.021994385072925744,0.0021934608082641843
23,compsva13,pear,table,0.38736143754158503,-0.02660396322607994,0.022996914068642044,0.0022652505864548885
24,compsva14,box,book,0.316437391042748,-0.02660396322607994,0.01668714279063777,0.001904386263116684
25,compsva14,box,table,0.41002752278256765,-0.010704707354307176,0.05452539960903341,0.004342366439857446
