,scene,figure,ground,Baseline Model,Neural Net Classification,Supervised Distinct Model,OSF Sense Model
0,compsva12,box,book,0.44383219843001387,0.08981038630008698,0.016110049369022106,0.0011666621759190547
1,compsva12,box,table,0.44885523867926796,0.014406152069568634,0.015902759405818624,0.0011828115090544882
2,compsva12,box,pear,0.39322454849537547,-0.08477466553449631,0.012761372657039631,0.001036203341323124
3,compsva12,book,box,0.42615200030788675,-0.16837939620018005,0.012319132750615969,0.13794183653549275
4,compsva12,book,table,0.5228771066340328,0.0062076300382614144,0.016189151883751668,0.001197782070771656
5,compsva12,book,pear,0.40217410007740806,-0.2135392427444458,0.012500940009372616,0.001104564804352973
6,compsva12,table,box,0.34751431998653126,-0.013792462646961212,0.011207360727723568,0.105228649836647
7,compsva12,table,book,0.3493411676796974,-0.023354001343250275,0.011383032636633995,0.0010365775484151957
8,compsva12,table,pear,0.3490946588729201,0.10099394619464874,0.011183305032331906,0.0010358415592110614
9,compsva12,pear,box,0.5270483661595751,0.07495029270648956,0.014055575333187421,0.19182914563654546
10,compsva12,pear,book,0.5099252054916181,0.09834825992584227,0.015552389068568909,0.0012672738307760061
11,compsva12,pear,table,0.4403366346456478,0.014357268810272215,0.015938171371361786,0.0011802648082823942
12,compsva13,balloon,book,0.3250396193608626,-0.03683064132928848,0.011625133224088887,0.0010149243408974474
13,compsva13,balloon,table,0.3553608976320293,-0.027638651430606842,0.012626555029469579,0.0010406281972875574
14,compsva13,balloon,pear,0.32987811760674657,-0.06117071956396102,0.011710630809816514,0.0010152417618380526
15,compsva13,book,balloon,0.32628032891810527,-0.013889431953430176,0.010780745509506464,0.0010338035558953654
16,compsva13,book,table,0.5121174004036899,-0.0019851848483085632,0.016013724941795333,0.0011893556180182338
17,compsva13,book,pear,0.35497571295336405,0.11597923934459685,0.011370001295523138,0.0010391547719421784
18,compsva13,table,balloon,0.33518935615654905,0.0717022567987442,0.011115982186237256,0.0010380659070057406
19,compsva13,table,book,0.3492760464698079,-0.023952357470989227,0.011382233862081537,0.0010365502951677726
20,compsva13,table,pear,0.3468927710953435,0.0799182876944542,0.011119223495156913,0.0010348489503589169
