,Our Prototype,Exemplar,Conceptual Space,Proximity,Simple,Best Guess,Partition Model
0,0.8738095238095238,0.8460317460317461,0.8378306878306878,0.5991071428571428,0.8696428571428572,0.8369047619047618,0.8321428571428572
1,0.8074626611778315,0.7870135683603177,0.8144385284478164,0.6240389261867589,0.8133184897890781,0.8202629342335225,0.8086570435641645
2,0.8543350168350169,0.7950757575757577,0.8314814814814815,0.6879148629148629,0.7425986050986051,0.7634319384319385,0.8325757575757575
3,0.7799607799607801,0.6508935508935508,0.6047471047471048,0.6174418174418174,0.7971842971842973,0.7729677729677732,0.8212713212713214
4,0.8886483886483886,0.8828004354320144,0.9089706589706589,0.5433390926811978,0.8005137528163844,0.8170940292650819,0.8936672489304068
5,0.9173551756885091,0.8831671415004749,0.9165920499253831,0.6990672907339575,0.8287203537203536,0.8128473378473378,0.8304282137615471
6,0.8746157224418094,0.7678336156597027,0.9386863807153661,0.651356081519125,0.8744620114185331,0.8815327184892402,0.8483245149911816
7,0.885030864197531,0.8202160493827161,0.7737514029180695,0.35556958473625144,0.9391975308641975,0.9345679012345679,0.8414021164021164
8,0.8637566137566138,0.7666870166870168,0.8580586080586081,0.675604488104488,0.9458689458689457,0.8903133903133901,0.9007936507936508
9,0.8296296296296295,0.7962962962962963,0.8518518518518517,0.5111111111111111,0.7055555555555555,0.6833333333333333,0.8481481481481481
10,0.8136433244063253,0.7480351970974307,0.8073027446961802,0.7703330728426637,0.8639870931537598,0.8328880593373347,0.8140550503615294
11,0.7479951985749087,0.6568764783257538,0.618434994956734,0.6475810461680027,0.854166858369757,0.8209128901157887,0.85708457940342
12,0.8861952861952862,0.7297138047138048,0.8083333333333333,0.5782407407407407,0.8703703703703703,0.8564814814814814,0.7984006734006734
13,0.873015873015873,0.7952380952380953,0.7253968253968255,0.4192159692159692,0.7091871091871093,0.7266474266474268,0.8068302068302068
14,0.9644814154618078,0.8962830923615238,0.9095200369710175,0.6187238868611417,0.8404387007328185,0.8240245593186769,0.9175084175084175
15,0.9425925925925926,0.8199074074074075,0.9208333333333333,0.5107706971677559,0.9064270152505447,0.8508714596949891,0.9419117647058823
