,on-canon,on-near1,on-near2,on-near3,on-not far1,on-not far2,on-not far3,on-far1
Number,8.0,22.0,1.0,6.0,3.0,4.0,5.0,11.0
Rank,1.0,0.7761214630779848,1.0,0.7755102040816327,0.12549019607843137,0.5331632653061225,0.28583333333333333,0.07842056932966024
