,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
Number,0.0,0.0,0.0,36.0,0.0,0.0,13.0,0.0
Rank,0.5786708189769414,0.5786708189769414,0.5786708189769414,0.2717148884870404,0.5786708189769414,0.5786708189769414,0.11482323232323231,0.5786708189769414
