,scene,preposition,ground,f1,f2,weight,ground_lightsource_1,ground_container_1,support_1,ground_verticality_1,size_ratio_1,shortest_distance_1,contact_proportion_1,above_proportion_1,below_proportion_1,bbox_overlap_proportion_1,horizontal_distance_1,f_covers_g_1,g_covers_f_1,figure_lightsource_1,figure_container_1,location_control_1,ground_lightsource_2,ground_container_2,support_2,ground_verticality_2,size_ratio_2,shortest_distance_2,contact_proportion_2,above_proportion_2,below_proportion_2,bbox_overlap_proportion_2,horizontal_distance_2,f_covers_g_2,g_covers_f_2,figure_lightsource_2,figure_container_2,location_control_2
0,compsvi15,in,box,pear,jar,2,-0.12166736738870315,1.672698320953217,-0.3546770403316422,-0.3832424471159501,-0.2130927075457896,-0.602573893987224,6.5471344928181585,-0.9059561524155018,-0.7484621051199398,4.484547264095121,-0.5816543166231911,-0.008334287057094067,1.5240177774945138,-0.1216673673887032,-0.5968659206925575,1.782450875037032,-0.12166736738870315,1.672698320953217,-0.6282283142710193,-0.3832424471159501,-0.21325693904977952,-0.6015652851419684,1.205241556013006,-0.9059561524155018,-0.30167844692794665,0.34900655028049604,-0.4207728821375312,-0.7763004905748343,-0.5293998198192411,-0.1216673673887032,1.672698320953217,-0.3010973925519421
1,compsvi15,in,box,pear,pencil,2,-0.12166736738870315,1.672698320953217,-0.3546770403316422,-0.3832424471159501,-0.2130927075457896,-0.602573893987224,6.5471344928181585,-0.9059561524155018,-0.7484621051199398,4.484547264095121,-0.5816543166231911,-0.008334287057094067,1.5240177774945138,-0.1216673673887032,-0.5968659206925575,1.782450875037032,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.21342093891054809,-0.602573893987224,2.412757657805914,-0.9059561524155018,-0.7484621051199398,1.9722149227559056,-0.5538496299118855,-0.8282629793995372,0.2661376160198666,-0.1216673673887032,-0.5968659206925575,-0.13761440224089333
2,compsvi24a,in,cup,pear,cube,3,-0.12166736738870315,1.672698320953217,1.658870738268855,-0.3832424471159501,-0.21087777382692813,-0.602573893987224,0.4616480061163876,0.8851681815221152,-0.7484621051199398,0.350671120782037,-0.6396468131085455,1.536002907966404,0.07903452584126018,-0.1216673673887032,-0.5968659206925575,1.6362084526014005,-0.12166736738870315,1.672698320953217,0.3039003289133649,-0.3832424471159501,-0.2133466620013976,-0.599122666349585,3.923395387887143,-0.9059561524155018,-0.7484621051199398,2.533492918909162,-0.8273806166562419,-0.5912540459438896,0.541224405353853,-0.1216673673887032,-0.5968659206925575,1.7367123222135787
3,compsvinew1,in,plate,cube,pencil,2,-0.12166736738870315,-0.5968659206925575,1.6837088819309505,-0.3832424471159501,-0.2133151384271124,-0.6025087611129639,3.0488156862434708,0.20289826438651715,-0.7484621051199398,0.4929639926289056,-0.860277030680383,-0.7879293818228151,1.5240177774945138,-0.1216673673887032,-0.5968659206925575,1.1138850755430465,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.21320186613268613,-0.602573893987224,2.147733420984951,-0.9059561524155018,-0.2069062207830256,1.9205446960698391,-0.5700082879471264,-0.5315528127537077,0.3217618473782746,-0.1216673673887032,-0.5968659206925575,0.24096050291216475
4,compsvo17,in,table,box,book,1,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.21338542565102409,-0.4550671241202423,-0.4495031203312162,-0.9059561524155018,-0.6252114358610876,4.538751554580004,0.2911054260884739,-0.6806143202205664,1.5240177774945138,-0.1216673673887032,1.672698320953217,-0.8052941218451248,-0.12166736738870315,-0.5968659206925575,0.7522668191743811,-0.3832424471159501,-0.21341742385960805,-0.602573893987224,2.366598040816922,1.2449763593543015,-0.7484621051199398,-0.33778405176235204,-0.2429605322667411,-0.6866309817591216,1.5240177774945138,-0.1216673673887032,-0.5968659206925575,0.9897861572229472
5,compsvo27,in,table,box,book,1,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.21338542855095466,-0.4550472319974732,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,4.538752044159563,0.2910789997537534,-0.6806290938759659,1.5240177774945138,-0.1216673673887032,1.672698320953217,-0.805294103915682,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.2134174236574216,-0.602573893987224,1.0581232569213144,1.249149865608261,-0.7484621051199398,-0.3458062045047488,0.7204457211215517,-0.7659822611565147,0.5082350771601243,-0.1216673673887032,-0.5968659206925575,1.5070861385123828
6,compsvi24a,inside,cup,pear,cube,3,-0.12166736738870315,1.672698320953217,1.658870738268855,-0.3832424471159501,-0.21087777382692813,-0.602573893987224,0.4616480061163876,0.8851681815221152,-0.7484621051199398,0.350671120782037,-0.6396468131085455,1.536002907966404,0.07903452584126018,-0.1216673673887032,-0.5968659206925575,1.6362084526014005,-0.12166736738870315,1.672698320953217,0.3039003289133649,-0.3832424471159501,-0.2133466620013976,-0.599122666349585,3.923395387887143,-0.9059561524155018,-0.7484621051199398,2.533492918909162,-0.8273806166562419,-0.5912540459438896,0.541224405353853,-0.1216673673887032,-0.5968659206925575,1.7367123222135787
7,compsvu15,inside,balloon,table,book,1,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,-0.20367083510310494,1.0518123561030994,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,0.3450187611510743,1.536002907966404,-0.6440917833131616,-0.1216673673887032,-0.5968659206925575,-0.8052897331786458,-0.12166736738870315,-0.5968659206925575,-0.6274330686697578,2.6050784063451293,-0.21338389655574475,0.6464938023285673,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,-0.9144830326470748,0.2532155678620784,1.5240177774945138,-0.1216673673887032,-0.5968659206925575,-0.8052554546961859
8,compsva12,against,book,pear,box,1,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.21258522951111464,-0.602573893987224,2.4845704466035174,1.2428633263776436,-0.7484621051199398,0.8867377279507779,-0.6065703577967764,-0.2855786805286381,1.3275944330716278,-0.1216673673887032,-0.5968659206925575,-0.6759038050766987,-0.12166736738870315,-0.5968659206925575,1.6509878592065292,-0.3832424471159501,-0.2003564928658308,-0.5712252268324237,-0.4495031203312162,1.2692212394067948,-0.7484621051199398,-0.34557358567295404,-0.7129907286563125,1.1166660752779285,0.2816420195996203,-0.1216673673887032,1.672698320953217,0.7294273141541625
9,compsva12,against,book,pear,table,1,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.21258522951111464,-0.602573893987224,2.4845704466035174,1.2428633263776436,-0.7484621051199398,0.8867377279507779,-0.6065703577967764,-0.2855786805286381,1.3275944330716278,-0.1216673673887032,-0.5968659206925575,-0.6759038050766987,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.08378570883618347,-0.4468099889178089,-0.4495031203312162,-0.9059561524155018,1.173550676083062,-0.3565121090170517,-0.03360901731835361,1.536002907966404,-0.7254076963270853,-0.1216673673887032,-0.5968659206925575,-0.8039198524168236
10,compsva23,against,book,box,table,1,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.20080556618266854,-0.5802597573252285,-0.3919965103872463,1.11732348649587,-0.7484621051199398,-0.31640877810193685,-0.6768049013707764,0.9990082498671534,0.2036247514688882,-0.1216673673887032,1.672698320953217,1.576287047070345,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.06658161059242045,-0.4426857864510439,-0.4495031203312162,-0.9059561524155018,1.173550676083062,-0.356254668012022,-0.033259201088960064,1.536002907966404,-0.7251070909537302,-0.1216673673887032,-0.5968659206925575,-0.8036539827100867
