,under-canon,under-near1,under-near2,under-far1
ground_lightsource,8.205788000549202,-0.16197653490955366,38.73979101632151,-0.2079242155165418
ground_container,-0.5968659206925573,-0.7360201266534938,-3.7910674459717955,-0.8946394533191917
support,-0.6282480394372741,-0.4514498670988165,-0.8332963098873336,-1.0449346641100958
ground_verticality,2.6050784063451284,0.12340235942561417,12.123433717369311,0.9651854747139095
size_ratio,-0.21337009408764937,-0.21288042686605219,-0.224637253625023,-0.11731173272195067
shortest_distance,-0.4050877994604905,-0.15584092551234016,-2.0517351543337328,0.2442146988674213
contact_proportion,-0.44950312033121664,-0.4626735814058611,8.589160110042117,-0.37369645862678647
above_proportion,-0.9059561524155011,-1.0937493647650456,-5.216636962828031,-1.307811402556668
below_proportion,-0.7484621051199395,-0.17452110137935883,-1.401490141025401,1.5870832847959775
bbox_overlap_proportion,2.7961352171765563,3.163072190732165,13.681913534905918,0.1471589988110379
horizontal_distance,-0.14202543197810824,0.43580286397651624,-3.187494599365909,-0.3021669702660146
f_covers_g,-0.3649573140840707,-0.5373530297680721,-0.33076394052853386,1.6152769524588768
g_covers_f,0.6699474749714784,0.9682374248871657,2.6860535989474,-0.3482082075917634
figure_lightsource,-0.1216673673887032,-0.1216673673887032,-0.12166736738870318,-0.1216673673887032
figure_container,1.6726983209532156,1.9729784496057632,-2.278024618207949,-0.7535888326013128
location_control,-0.8033437704613872,-0.23163739861107713,-0.14767811314748547,-1.003042150944012
