,below-canon,below-near1,below-near2,below-far1
ground_lightsource,19.400976342876326,-0.2361952405638676,88.70452322394893,-0.19255364636725747
ground_container,-1.8944754981456624,-0.9818314395048604,-9.927296691902956,-0.7580639669523932
support,-2.5031799688080465,-0.9076609715689117,-4.162224552877246,-0.9107481568964572
ground_verticality,6.25307273739144,0.7658188499599019,28.835894786725714,1.763200709501262
size_ratio,-0.2175725772086065,-0.21319973415795823,-0.24397568006117698,-0.14549143003725362
shortest_distance,1.0715304731721658,0.8192899576045478,-2.704464531981139,0.7394752559125599
contact_proportion,-2.2561986757759716,-0.8054008695885282,4.051087438686277,-0.6336527288732916
above_proportion,-2.7044521196737104,-1.439521059108258,-13.837998583653098,-1.2362026660405436
below_proportion,-0.818174640784507,0.42882495263666043,-1.2497284329937333,1.7710893038951208
bbox_overlap_proportion,3.525795505475252,2.144751609834245,29.868350534609615,-0.2558599441198731
horizontal_distance,1.071222909374765,1.2945496600769604,-4.000019044184011,0.23951202845395173
f_covers_g,-0.8354043267260409,-0.7169382902080594,-0.9227871689370117,0.954298086097676
g_covers_f,-0.35683483565699137,0.25306121056053754,3.983798153260144,-0.5365359957463659
figure_lightsource,-0.1216673673887032,-0.12166736738870318,-0.12166736738870318,-0.1216673673887032
figure_container,4.443270121461193,2.4946517259848906,-3.3707777715929446,-0.667703510557732
location_control,-3.0357279112922573,-0.6798876833340506,-7.146992378454962,-1.0573994312011887
