,inside-canon,inside-far1
ground_lightsource,-0.23297581396762973,-1.1270410149918753
ground_container,2.1631302900988523,-1.8755534953025312
support,1.386466748487514,3.918362936590587
ground_verticality,-0.5829585292692263,-2.1871422603891335
size_ratio,-0.21484305844102802,-0.2362865954442433
shortest_distance,-0.7323647185183757,-1.6254075558162182
contact_proportion,2.7851470827327676,0.24640998862497565
above_proportion,0.1695056770150788,-3.0598827963061894
below_proportion,-0.8641875105069988,-1.7303834143691037
bbox_overlap_proportion,2.6508272804385005,13.269794242367604
horizontal_distance,-1.077278582773206,-0.46795953913203825
f_covers_g,0.42407492854860973,-1.5435092273924456
g_covers_f,1.262904091178617,3.9294849991977134
figure_lightsource,-0.12166736738870317,-0.1216673673887032
figure_container,-0.7940499082871942,5.600095871540991
location_control,1.7613335615554573,4.374142725774657
