,inside-canon,inside-far1
ground_lightsource,,
ground_container,,
support,1.159481841635886,1.105726414089263
ground_verticality,,
size_ratio,,
shortest_distance,-0.5812810626181274,-0.5150871735248902
contact_proportion,1.7382001411373684,0.43029449872840225
above_proportion,0.02836752873462802,-0.9059561524155021
below_proportion,-0.7430465462765707,-0.7125139932527743
bbox_overlap_proportion,2.0515784130442856,3.9318579621502567
horizontal_distance,-0.8258112895293357,-0.054303784225993836
f_covers_g,0.135316230541423,-0.6560571489411315
g_covers_f,0.941683790909626,1.2273260567113076
figure_lightsource,,
figure_container,,
location_control,1.3458396348996702,1.3784615389482644
