,Baseline Model,Neural Net Classification,Supervised Distinct Model
0,0.9166666666666666,0.7933080808080808,0.8082912457912458
1,0.9003205128205128,0.8658475783475784,0.9493233618233619
2,0.8263888888888888,0.9206349206349205,0.8194444444444444
3,0.887644561557605,0.9829307568438003,0.8644122383252817
4,0.8611781464722641,0.9092592592592593,0.9361111111111112
5,0.8472883597883598,0.8639550264550263,0.848941798941799
6,0.7619667937650394,0.9086996336996338,0.8937586130568587
7,0.8310405643738977,0.7663139329805996,0.7992945326278659
8,0.8864584217525394,0.9004329004329006,0.9075757575757576
9,0.898809523809524,0.7248677248677248,0.8571428571428572
10,0.828947033358798,0.7638082505729564,0.9018674136321194
11,0.8172839506172839,0.8024691358024691,0.8089947089947089
12,0.8779156029156029,0.895108595108595,0.8901658526658527
13,0.9198653198653197,0.9532763532763533,0.9305555555555556
14,0.8113516113516114,0.8965608465608464,0.8869488536155203
15,0.8621415152212254,0.8869651483781918,0.9363699102829539
16,0.8017094017094016,0.8303418803418804,0.8444444444444444
17,0.9250841750841752,0.8095238095238095,0.8508778258778259
18,0.9572984749455339,0.9277777777777779,0.9740740740740742
19,0.8362794612794613,0.8463804713804713,0.8973063973063974
20,0.8709876543209877,0.8611585944919278,0.9055555555555556
21,0.9377425044091711,0.8144620811287477,0.9444444444444444
22,0.9262479871175522,0.8546430488459476,0.8768652710681697
23,0.847953216374269,0.9056321358952937,0.8849206349206349
24,0.9487654320987655,0.945679012345679,0.9345679012345679
25,0.9246913580246914,0.9888888888888889,0.9472222222222223
26,0.8541666666666666,0.8765873015873016,0.9375
27,0.8455246913580248,0.8810185185185184,0.8291666666666667
28,0.7840830193771371,0.8716675481381364,0.9040219040219041
29,0.8805742259689628,0.9188248398774714,0.8964947089947088
30,0.7895839817408444,0.892063492063492,0.8937389770723105
31,0.8494845278178612,0.833999518999519,0.8819536636203301
32,0.8392255892255893,0.9266381766381768,0.9538239538239538
33,0.8406084656084656,0.8761022927689593,0.8220899470899471
34,0.9735042735042734,0.9194975394975395,0.9314529914529915
35,0.836940836940837,0.8473748473748474,0.9126984126984126
36,0.9408509700176366,0.85418430335097,0.9283289241622575
37,0.8263588263588263,0.8778659611992946,0.8624338624338624
38,0.8351370851370851,0.9722222222222222,0.8490259740259741
39,0.7762746512746513,0.6449975949975951,0.7550986050986052
40,0.8921252660383094,0.9777777777777779,0.9530691530691531
41,0.9024216524216525,0.9821937321937322,0.9173789173789173
42,0.8221429849449173,0.8703205275669044,0.8413669708355699
43,0.8879392212725546,0.833048433048433,0.9099715099715099
44,0.8037037037037037,0.8296296296296295,0.8351851851851851
45,0.8134746588693957,0.8300090504037871,0.7955130882762462
46,0.8668738668738668,0.8490675990675991,0.8316498316498316
47,0.9586716841618803,0.7946127946127945,0.8845976100878062
48,0.8052631578947369,0.8326599326599327,0.7670236196551986
49,0.9271062271062271,0.892063492063492,0.9735449735449736
50,0.8475369335018459,0.8741547601196724,0.9092049925383259
51,0.9328703703703702,0.9370370370370371,0.9125000000000001
52,0.8471035137701803,0.6361585944919279,0.9011158594491927
53,0.8344054580896686,0.9134746588693956,0.8228313840155945
54,0.9339668615984407,0.8839668615984405,0.8285796562112352
55,0.8425925925925927,0.8941798941798942,0.9332611832611833
56,0.7870777370777371,0.8085978835978836,0.8296865171865172
57,0.9242293768609559,0.8664481717113295,0.8792022792022791
58,0.8517636684303351,0.9222222222222223,0.923015873015873
59,0.8537037037037036,0.8611111111111112,0.8962962962962963
60,0.8570750237416904,0.8706552706552707,0.831244064577398
61,0.9233877233877235,0.9155659155659155,0.8974013640680307
62,0.9632936507936508,0.9234567901234568,0.9285714285714286
63,0.7875049514755399,0.8138160314630903,0.7783546246781541
64,0.9030757633165989,0.9442431561996779,0.9360360854926072
65,0.8557239057239057,0.8523007856341189,0.8420314253647587
66,0.9739500265816056,0.8748196248196248,0.8698134224450015
67,0.856878306878307,0.8378306878306878,0.8559082892416227
68,0.6976911976911978,0.8903799903799903,0.9272727272727272
69,0.932383665716999,0.9250440917107583,0.9753086419753088
70,0.8957464467268389,0.9043676729951239,0.8784624961095548
71,0.8449434824434825,0.7189694564694565,0.8127344877344878
72,0.8387168387168388,0.8400192400192401,0.9092111592111594
73,0.9138888888888891,0.8817460317460317,0.941005291005291
74,0.9027777777777778,0.8873219373219374,0.8831196581196582
75,0.8510530137981118,0.9342047930283225,0.973625140291807
76,0.7247367012072893,0.8757207933678522,0.8333149421384715
77,0.904604872251931,0.9346273189410444,0.9317581039149666
78,0.9367283950617283,0.9841269841269842,0.8166887125220458
79,0.8970899470899469,0.8007936507936507,0.8656084656084656
80,0.8617424242424243,0.9728535353535354,0.8110145573380867
81,0.9017255892255894,0.8734783734783734,0.8885489510489512
82,0.8455433455433455,0.7351105684439018,0.8925179758513093
83,0.8989417989417989,0.9555555555555555,0.9629629629629629
84,0.9641975308641977,0.8946127946127945,0.9469135802469135
85,0.8147170494935068,0.8790192326694873,0.8961656867676958
86,0.8458450046685341,0.7411756924992219,0.8590989729225025
87,0.8735384985384984,0.9293854293854295,0.9781746031746033
88,0.8040123456790123,0.8117283950617282,0.7345679012345678
89,0.923721340388007,0.883641975308642,0.9169753086419754
90,0.9020078686745353,0.8622642789309456,0.8842728259394926
91,0.8375220458553791,0.8220430259645946,0.9102733686067018
92,0.8351290684624018,0.8585858585858586,0.9260381593714927
93,0.7336182336182335,0.8300094966761633,0.7458689458689458
94,0.8721849138515805,0.8747795414462082,0.9089506172839505
95,0.898860398860399,0.972008547008547,0.8664529914529915
96,0.9282106782106783,0.8932098765432099,0.8683261183261184
97,0.9000000000000001,0.7777777777777778,0.9555555555555555
98,0.8974136974136974,0.8998371998372,0.8652014652014652
99,0.8245726495726496,0.941025641025641,0.894017094017094
