,Baseline Model,Neural Net Classification,Supervised Distinct Model
0,0.9466666666666667,0.8266666666666667,0.8133333333333334
1,0.8725490196078431,0.8774509803921569,0.9411764705882353
2,0.9464285714285714,0.8928571428571429,0.9375
3,0.9380530973451328,0.9734513274336283,0.9292035398230089
4,0.86,0.9,0.93
5,0.8773584905660378,0.8867924528301887,0.8773584905660378
6,0.7674418604651163,0.9147286821705426,0.8992248062015504
7,0.8428571428571429,0.8,0.8428571428571429
8,0.8842105263157894,0.9368421052631579,0.9368421052631579
9,0.875,0.9027777777777778,0.9583333333333334
10,0.78125,0.8229166666666666,0.8645833333333334
11,0.7638888888888888,0.8333333333333334,0.8333333333333334
12,0.9067796610169492,0.9279661016949152,0.9067796610169492
13,0.8860759493670886,0.9240506329113924,0.9620253164556962
14,0.821656050955414,0.9044585987261147,0.8980891719745223
15,0.8625954198473282,0.8931297709923665,0.9312977099236641
16,0.84375,0.90625,0.921875
17,0.9180327868852459,0.8278688524590164,0.8524590163934426
18,0.95,0.9166666666666666,0.9666666666666667
19,0.9078947368421053,0.868421052631579,0.9342105263157895
20,0.88,0.88,0.9066666666666666
21,0.9438202247191011,0.8764044943820225,0.9775280898876404
22,0.9426229508196722,0.860655737704918,0.8770491803278688
23,0.7916666666666666,0.9027777777777778,0.8888888888888888
24,0.9411764705882353,0.9411764705882353,0.9294117647058824
25,0.9186046511627907,0.9883720930232558,0.9534883720930233
26,0.8484848484848485,0.8888888888888888,0.9393939393939394
27,0.8191489361702128,0.8617021276595744,0.8617021276595744
28,0.8076923076923077,0.8557692307692307,0.9134615384615384
29,0.8716216216216216,0.9121621621621622,0.8986486486486487
30,0.8181818181818182,0.9090909090909091,0.9
31,0.8070175438596491,0.9035087719298246,0.8947368421052632
32,0.8352941176470589,0.9411764705882353,0.9411764705882353
33,0.8380952380952381,0.8761904761904762,0.7904761904761904
34,0.9571428571428572,0.9357142857142857,0.9642857142857143
35,0.921875,0.921875,0.9375
36,0.946969696969697,0.8863636363636364,0.9393939393939394
37,0.8375,0.89375,0.8875
38,0.9315068493150684,0.9726027397260274,0.9452054794520548
39,0.7323943661971831,0.6056338028169014,0.7464788732394366
40,0.8787878787878788,0.9545454545454546,0.946969696969697
41,0.9120879120879121,0.978021978021978,0.945054945054945
42,0.8300653594771242,0.8888888888888888,0.8496732026143791
43,0.9285714285714286,0.8785714285714286,0.9428571428571428
44,0.82,0.92,0.88
45,0.8061224489795918,0.8061224489795918,0.8061224489795918
46,0.8805970149253731,0.8283582089552238,0.8805970149253731
47,0.9420289855072463,0.855072463768116,0.8695652173913043
48,0.8352941176470589,0.8588235294117647,0.8470588235294118
49,0.9213483146067416,0.9325842696629213,0.9662921348314607
50,0.8272727272727273,0.8909090909090909,0.9
51,0.9285714285714286,0.9489795918367347,0.9285714285714286
52,0.9264705882352942,0.8088235294117647,0.9117647058823529
53,0.8235294117647058,0.907563025210084,0.7899159663865546
54,0.9238095238095239,0.8761904761904762,0.8761904761904762
55,0.8549618320610687,0.9389312977099237,0.9312977099236641
56,0.7625,0.85625,0.8125
57,0.9148936170212766,0.9042553191489362,0.9148936170212766
58,0.8383838383838383,0.9393939393939394,0.9191919191919192
59,0.9142857142857143,0.9142857142857143,0.9428571428571428
60,0.8214285714285714,0.8928571428571429,0.8095238095238095
61,0.9,0.9222222222222223,0.9
62,0.9529411764705882,0.9411764705882353,0.9647058823529412
63,0.7582417582417582,0.8681318681318682,0.8461538461538461
64,0.8974358974358975,0.9529914529914529,0.9230769230769231
65,0.9254658385093167,0.8944099378881988,0.9130434782608695
66,0.9722222222222222,0.9351851851851852,0.9259259259259259
67,0.8472222222222222,0.8402777777777778,0.8472222222222222
68,0.7710843373493976,0.891566265060241,0.9156626506024096
69,0.927710843373494,0.9397590361445783,0.9759036144578314
70,0.8977272727272727,0.9034090909090909,0.875
71,0.8723404255319149,0.7446808510638298,0.8085106382978723
72,0.7831325301204819,0.8313253012048193,0.9036144578313253
73,0.9194630872483222,0.9093959731543624,0.9463087248322147
74,0.9504132231404959,0.9173553719008265,0.9256198347107438
75,0.8068181818181818,0.9204545454545454,0.9659090909090909
76,0.75,0.8913043478260869,0.8804347826086957
77,0.9019607843137255,0.9313725490196079,0.9117647058823529
78,0.9397590361445783,0.9879518072289156,0.8795180722891566
79,0.8918918918918919,0.8445945945945946,0.918918918918919
80,0.8902439024390244,0.9634146341463414,0.8292682926829268
81,0.875,0.8653846153846154,0.9230769230769231
82,0.8604651162790697,0.872093023255814,0.8953488372093024
83,0.8987341772151899,0.9746835443037974,0.9367088607594937
84,0.9680851063829787,0.9042553191489362,0.9361702127659575
85,0.8146341463414634,0.9024390243902439,0.9024390243902439
86,0.8761904761904762,0.8380952380952381,0.8857142857142857
87,0.8850574712643678,0.9425287356321839,0.9770114942528736
88,0.8653846153846154,0.75,0.8076923076923077
89,0.9,0.9375,0.9375
90,0.8904109589041096,0.8904109589041096,0.8561643835616438
91,0.8692307692307693,0.8307692307692308,0.9307692307692308
92,0.9294117647058824,0.9411764705882353,0.9176470588235294
93,0.8115942028985508,0.7971014492753623,0.855072463768116
94,0.9166666666666666,0.9236111111111112,0.9513888888888888
95,0.9058823529411765,0.9705882352941176,0.8941176470588236
96,0.9347826086956522,0.9456521739130435,0.9130434782608695
97,0.821917808219178,0.8493150684931506,0.9178082191780822
98,0.8611111111111112,0.8888888888888888,0.8611111111111112
99,0.7692307692307693,0.9230769230769231,0.8717948717948718
