,above-canon,above-near1,above-near2,above-far1
ground_lightsource,,,,
ground_container,,,,
support,1.67684329100102,1.4116426258560886,0.5235105427082122,-0.06416427530362684
ground_verticality,,,,
size_ratio,,,,
shortest_distance,-0.5731356130426623,-0.5500660432242727,-0.20095841799122224,0.1480767009871481
contact_proportion,0.3065082019339721,0.8623664321342916,0.46128736555910743,1.970585728173562
above_proportion,1.1705345269367151,-0.3515289440144923,1.186440070615413,-0.9059561524155018
below_proportion,-0.7484621051199397,-0.7213843109030941,-0.74846210511994,-0.12193789354923595
bbox_overlap_proportion,-0.12428100856670421,1.963851435144782,-0.26137094815820955,1.46492053910119
horizontal_distance,-0.8197591096288399,-0.8596758505772433,0.19895142456509746,0.5003161590162819
f_covers_g,-0.24793449195411904,-0.40144245878129403,-0.2885478337064159,-0.5906133380558347
g_covers_f,1.1626221657828402,0.8743537300495678,0.7185430432705288,0.4762432078880404
figure_lightsource,,,,
figure_container,,,,
location_control,1.1211777495958204,0.9864301738095274,0.4251548387580772,-0.006221392071739856
