,below-canon,below-near1,below-near2,below-far1
ground_lightsource,,,,
ground_container,,,,
support,-0.6274330686697578,-0.02451677537671182,-0.628082392527448,-0.4473861920639392
ground_verticality,,,,
size_ratio,,,,
shortest_distance,0.6464938023285673,-0.4195978286356103,1.7980403521210686,-0.3128744135552711
contact_proportion,-0.4495031203312162,0.13355001409789838,-0.44950312033121614,-0.20459718231961407
above_proportion,-0.9059561524155018,-0.9059561524155018,-0.9059561524155021,-0.9059561524155021
below_proportion,1.6343840719040237,-0.3134121613295157,1.6343840719040232,-0.3600715099050641
bbox_overlap_proportion,-0.3570435486078057,1.9723919220859034,-0.35704354860780574,1.4982154741743232
horizontal_distance,-0.9144830326470748,-0.8148704658465687,1.3355354735612681,0.5152011554173658
f_covers_g,0.2532155678620782,0.37557324733390546,0.003022921798073397,-0.4619335705457337
g_covers_f,1.5240177774945138,0.6440388973891151,-0.5767281418959508,0.1073251186958415
figure_lightsource,,,,
figure_container,,,,
location_control,-0.8052554546961859,0.3967480428262437,-0.8052131155373277,0.004499111299439786
