,0
ground_lightsource,0.5722872466061223
ground_container,-0.5968659206925576
support,-0.23644604809044545
ground_verticality,-0.13421570932752683
size_ratio,-0.21248998309672665
shortest_distance,-0.4535780493203378
contact_proportion,-0.32603468078355147
above_proportion,-0.9059561524155019
below_proportion,-0.4589121523972218
bbox_overlap_proportion,3.426307943529532
horizontal_distance,0.10240512846206724
f_covers_g,-0.3132055547037364
g_covers_f,1.2047970900666924
figure_lightsource,-0.1216673673887032
figure_container,1.4835679674827356
location_control,-0.14274630555567852
