,0
ground_lightsource,-0.12166736738870314
ground_container,0.3376605317498202
support,-0.008962559285326521
ground_verticality,0.1441082917301227
size_ratio,-0.21327730714357265
shortest_distance,-0.5571047956437821
contact_proportion,0.35720544709028
above_proportion,-0.9059561524155018
below_proportion,-0.5849218831747001
bbox_overlap_proportion,1.0273558748400702
horizontal_distance,-0.10173898794897134
f_covers_g,-0.6396330155448029
g_covers_f,-0.1936664962779012
figure_lightsource,-0.1216673673887032
figure_container,0.6046680895904996
location_control,0.8532211726507982
