,Our Prototype,Exemplar,Conceptual Space,Proximity,Simple,Best Guess,Neural Net Classification
Average,0.06151418631901746,0.07343910865377502,0.06936524946412746,0.09685983052610009,0.07228395958921302,0.06175575860317475,0.08061256308158067
Overall,0.05869958046511707,0.06831954465317036,0.06956594317519305,0.07129239170689021,0.06881814360215241,0.05842413199154888,0.05952334772042042
