,Our Prototype,Exemplar,Conceptual Space,Proximity,Simple,Best Guess,Neural Net Classification
0,0.8823529411764706,0.7720588235294118,0.8161764705882353,0.6029411764705882,0.8455882352941176,0.8566176470588235,0.8823529411764706
1,0.8790674451373514,0.7561932242239147,0.8090394339328696,0.5751827858605353,0.8564254885653011,0.8627996163162404,0.8731515398182065
2,0.8645833333333334,0.7916666666666666,0.75,0.4739583333333333,0.7864583333333334,0.8177083333333334,0.9010416666666666
3,0.8922191098661687,0.8201058201058201,0.8371822803195353,0.43947080515707965,0.8517198125041262,0.8654764262607401,0.899647266313933
4,0.84,0.84,0.84,0.44,0.8,0.86,0.9466666666666667
5,0.8696106362773031,0.8672364672364672,0.8919278252611585,0.46665479582146246,0.8477207977207977,0.8792022792022791,0.9333333333333333
6,0.9518072289156626,0.891566265060241,0.891566265060241,0.6144578313253012,0.8192771084337349,0.8433734939759037,0.7891566265060241
7,0.9485958485958486,0.8670662670662671,0.896070596070596,0.5564516093927859,0.7227476227476228,0.7345321345321346,0.6596921596921597
8,0.8776978417266187,0.7985611510791367,0.7913669064748201,0.6546762589928058,0.9064748201438849,0.8848920863309353,0.841726618705036
9,0.8366949922505477,0.7220939554272888,0.7287825343380899,0.6634640051306717,0.8797472075249853,0.8559376837154615,0.7840494896050452
10,0.9051094890510949,0.8467153284671532,0.8905109489051095,0.572992700729927,0.8576642335766423,0.8540145985401459,0.948905109489051
11,0.860930735930736,0.804954304954305,0.8517115600448935,0.6324595157928492,0.8159812409812409,0.8137766554433221,0.9473304473304474
12,0.9036144578313253,0.7108433734939759,0.8072289156626506,0.6325301204819277,0.963855421686747,0.891566265060241,0.9156626506024096
13,0.8139730639730639,0.6726183402653991,0.7693949296890472,0.7643295702119232,0.9555555555555555,0.8747474747474747,0.8759259259259259
14,0.8953488372093024,0.813953488372093,0.8604651162790697,0.6453488372093024,0.8546511627906976,0.8430232558139535,0.9476744186046512
15,0.9119708994708995,0.854100529100529,0.8471560846560846,0.6750508750508751,0.8469678469678469,0.8428342490842491,0.9586233211233213
16,0.8545454545454545,0.8363636363636363,0.8545454545454545,0.5636363636363636,0.5272727272727272,0.6,0.8727272727272727
17,0.8460317460317461,0.8354497354497354,0.8558201058201058,0.6083333333333333,0.5780423280423279,0.6724867724867724,0.8875661375661376
18,0.9285714285714286,0.8690476190476191,0.7976190476190477,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.9285714285714286
19,0.9281813865147198,0.8216999050332384,0.8304232804232804,0.5154083570750237,0.8488603988603989,0.8210826210826211,0.9464285714285714
20,0.9230769230769231,0.8525641025641025,0.8333333333333334,0.5384615384615384,0.8044871794871795,0.8237179487179487,0.9038461538461539
21,0.9036480089111668,0.8454469507101087,0.8223421802369172,0.5592561434666699,0.7530186188080924,0.7741547925758452,0.9010667694878222
22,0.8169014084507042,0.6619718309859155,0.7464788732394366,0.647887323943662,0.8591549295774648,0.8873239436619719,0.8873239436619719
23,0.7858669108669109,0.5697496947496947,0.7437423687423688,0.5706654456654456,0.9056776556776557,0.9215506715506715,0.8242266992266992
24,0.7142857142857143,0.6984126984126984,0.6507936507936508,0.6111111111111112,0.7857142857142857,0.7301587301587301,0.6507936507936508
25,0.7257295173961841,0.7101571268237934,0.7042648709315376,0.6470959595959597,0.7706228956228957,0.7370931537598203,0.552469135802469
26,0.9611650485436893,0.8640776699029126,0.9320388349514563,0.6504854368932039,0.7572815533980582,0.7864077669902912,0.912621359223301
27,0.9549986076301865,0.825368978000557,0.9216652742968533,0.6758702311333891,0.7678733871716328,0.801206720504966,0.9205792258423838
