,below-canon,below-near1,below-near2,below-far1
ground_lightsource,-0.12166736738870354,0.34267473916635216,-0.19581668151830445,0.4614709438826395
ground_container,-0.5968659206925575,-0.38078746928721374,-0.8461059387955783,-1.166368849730457
support,-0.6274330686697586,-0.6470132612420012,-0.9882268664825016,-1.047164747089559
ground_verticality,2.6050784063451276,-0.3285441535732025,2.012455024536032,0.39134653285804144
size_ratio,-0.2133838965557447,-0.21307687937061365,-0.1544351461739914,-0.21522289644000517
shortest_distance,0.6464938023285671,-0.301301488444611,1.8120024522756295,-0.37484353080537886
contact_proportion,-0.4495031203312162,-0.41637168550303283,-0.7927750603531242,-0.8782966762442801
above_proportion,-0.9059561524155013,-1.4508918044740793,-1.251404564038254,-1.695291202813908
below_proportion,1.634384071904024,0.10142464659960171,2.1779721166456683,-0.534779073176436
bbox_overlap_proportion,-0.35704354860780596,1.4379592143330813,-0.5848471182054774,3.5727668142008504
horizontal_distance,-0.9144830326470748,-1.060357426048217,1.3214910491138725,0.8540865114685172
f_covers_g,0.2532155678620782,1.2475842737934697,0.5372738826298257,-0.993266017172806
g_covers_f,1.5240177774945138,0.45772711571507013,-0.8037406057454131,0.450907776379142
figure_lightsource,-0.12166736738870318,-0.12166736738870318,-0.12166736738870318,-0.12166736738870318
figure_container,-0.5968659206925582,-0.7137541439767696,0.4416129426146798,2.799216743353044
location_control,-0.8052554546961862,-0.45239844924861383,-1.2262230302145616,-0.49924637294880836
