,above-canon,above-near1,above-near2,above-far1
ground_lightsource,-0.33783558772107736,-0.33783558772107736,-0.31905955349446763,-1.5507054475819326
ground_container,-0.052705179665423915,-0.052705179665423915,-0.09539376655310389,2.035475275628219
support,0.3851399847445689,0.3851399847445689,0.39834806399490075,0.2748309154699235
ground_verticality,-0.3887094544368126,-0.3887094544368126,-0.40114835443083396,0.5316126337347842
size_ratio,-0.2051639091066849,-0.2051639091066849,-0.2046268844777604,-0.23883986426491327
shortest_distance,-0.12128897000461868,-0.12128897000461868,-0.12167932979008522,-0.15795091614220297
contact_proportion,0.04813447545130839,0.04813447545130839,0.0034158157730524996,3.1861208342102243
above_proportion,1.744275099174742,1.744275099174742,1.8145145785817562,-1.753983548400822
below_proportion,-0.9456633432247823,-0.9456633432247823,-0.950098703246135,-0.7361498577599643
bbox_overlap_proportion,-0.6157091862347654,-0.6157091862347654,-0.6823082280832394,2.8925880264963264
horizontal_distance,0.04176633756420377,0.04176633756420377,0.03737153875290776,0.2535156787475304
f_covers_g,-0.15863601055937956,-0.15863601055937956,-0.13923794861794284,-1.3087885210839445
g_covers_f,0.8779206273801147,0.8779206273801147,0.8844722854778931,0.9296177950715231
figure_lightsource,-0.1216673673887032,-0.1216673673887032,-0.1216673673887032,-0.1216673673887032
figure_container,-0.8142936307112862,-0.8142936307112862,-0.8259652513063946,-0.25458330700677506
location_control,0.127457361163413,0.127457361163413,0.14554670652683765,-0.5103566777932462
