,over-canon,over-near1,over-near2,over-far1
ground_lightsource,-0.27524748687936196,-2.8974858233680036,-0.5227993302246384,-1.708288716500726
ground_container,1.856402803627412,-4.127299185474886,-0.5310638010472711,2.3986410752074363
support,-0.5539297056418241,-6.080512593090845,-0.059175436553302485,-1.6354328693220843
ground_verticality,-0.6312485835199944,-4.865723727307568,-0.8374467125959171,1.8448900269227
size_ratio,-0.17626071687847886,1.4663833391448204,-0.2076699703608295,-0.22972687449796417
shortest_distance,-0.4709696338826609,-2.420671417600831,0.1510837353409904,1.2401579262489002
contact_proportion,-0.7515742382787256,-5.909158881752881,-0.19514917818594502,6.8929297056457335
above_proportion,1.2434965529163828,-4.5809021295520775,2.5106336681253656,-3.006506976118842
below_proportion,-0.8917421880560369,10.115972530974572,-1.1226916674751672,1.5493222505193902
bbox_overlap_proportion,-0.5366967719480316,-7.342398991826163,-1.052166380049678,3.644083429917575
horizontal_distance,0.5388907279546505,-2.307890288127664,-0.13019640556372714,-0.5108219497904937
f_covers_g,2.0576315696722034,12.932226978417487,-0.4610156771447079,-0.5151012510306354
g_covers_f,-0.8560209387169775,-6.45664220588445,1.2512550704787255,1.6281397880518476
figure_lightsource,-0.1216673673887032,-0.12166736738870318,-0.1216673673887032,-0.1216673673887032
figure_container,-0.501525619557847,-5.64034201323873,-1.3256958123453284,-0.08715290146426011
location_control,-0.639838338833215,-8.543866386112606,-0.22052623853164,-0.6531023898871584
