,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
Number,4.0,12.0,0,7.0,0.0,19.0,0.0,7.0
Rank,0.3741496598639456,0.3098861283643893,0,0.14705882352941174,0.0,0.28750257678829105,0.0,0.08768115942028985
