,0
ground_lightsource,-0.12166736738870314
ground_container,-0.017402710059593825
support,0.7566784656268606
ground_verticality,-0.06533597334349488
size_ratio,-0.20811173176673523
shortest_distance,-0.26529558235435025
contact_proportion,0.5738737474177636
above_proportion,0.9395341481011481
below_proportion,-0.693988649062142
bbox_overlap_proportion,0.00940586272601665
horizontal_distance,-0.03719540425233485
f_covers_g,-0.31041842626012794
g_covers_f,0.7990369423588528
figure_lightsource,-0.12166736738870315
figure_container,-0.40371151714823633
location_control,0.5604160058891636
