,0
ground_lightsource,-0.12166736738870318
ground_container,1.0242513947687097
support,1.1441231480511367
ground_verticality,-0.3832424471159502
size_ratio,-0.21286499467607364
shortest_distance,-0.5623685228772026
contact_proportion,1.364512814734807
above_proportion,-0.23858209445112336
below_proportion,-0.734322959698343
bbox_overlap_proportion,2.588801141360277
horizontal_distance,-0.6053805737283808
f_covers_g,-0.09079044931073539
g_covers_f,1.0232958668529635
figure_lightsource,-0.1216673673887032
figure_container,0.0515810054919495
location_control,1.3551601789135543
