,0
ground_lightsource,0.553531716498154
ground_container,-0.5968659206925576
support,-0.45096655310489636
ground_verticality,0.7474735514909447
size_ratio,-0.19050749789539395
shortest_distance,0.05085694233349907
contact_proportion,-0.11108329266000543
above_proportion,-0.9059561524155018
below_proportion,0.22363494676677811
bbox_overlap_proportion,1.4193433841406378
horizontal_distance,0.3101764702008689
f_covers_g,-0.06694713996227074
g_covers_f,0.2645730719770433
figure_lightsource,-0.12166736738870318
figure_container,0.8139442835737346
location_control,-0.24756081189018958
