,Baseline Model,Neural Net Classification,Supervised Distinct Model,OSF Sense Model
Average,0.05977070789747871,0.05839558344309601,0.04797428814667241,0.061582926356319845
Overall,0.054593039836898755,0.0497665659018136,0.04434962521864575,0.06444160669645833
