,Baseline Model,Neural Net Classification,Supervised Distinct Model,OSF Sense Model
Baseline Model,0.0,0.9999577635805976,0.999988652857195,0.9963485595057582
Neural Net Classification,4.223641940240602e-05,0.0,0.4313165388744183,0.015718792223038576
Supervised Distinct Model,1.134714280506805e-05,0.5686834611255818,0.0,0.006270187057859177
OSF Sense Model,0.0036514404942418286,0.9842812077769614,0.9937298129421408,0.0
