,Baseline Model,Neural Net Classification,Supervised Distinct Model,OSF Sense Model
0,1.0,1.0,0.95,0.95
1,0.9583333333333334,0.8333333333333333,0.8958333333333333,0.9791666666666666
2,0.8333333333333334,0.9125,0.9350490196078431,0.875
3,0.9237132352941176,0.9705882352941176,0.9549632352941176,0.9393382352941176
4,0.8272727272727274,0.9272727272727272,0.9545454545454546,0.9
5,0.8746582365003418,0.8392857142857143,0.9464285714285714,0.8746582365003418
6,0.6531713900134953,0.8728431656063236,0.8446778002699056,0.7765688259109312
7,0.9861111111111112,0.875,0.8611111111111112,0.9252136752136753
8,0.8161764705882353,0.8920693277310925,0.7659313725490196,0.6838235294117647
9,0.9003496503496504,0.9388111888111889,0.8554778554778555,0.9160839160839161
10,0.8098039215686275,0.7955882352941176,0.6431372549019608,0.7764705882352941
11,0.8902421652421653,0.9807692307692308,0.9657407407407407,0.8995014245014245
12,0.9545454545454546,0.9034090909090909,0.9431818181818181,0.9545454545454546
13,0.7888888888888889,0.8861111111111112,0.9333333333333333,0.7722222222222221
14,0.8035714285714286,0.9200549450549451,0.975,0.9285714285714286
15,0.6099734630694382,0.834873949579832,0.7907563025210084,0.6720035382574082
16,0.8166666666666667,0.975,1.0,0.9583333333333334
17,0.8583333333333334,0.6791666666666667,0.8333333333333334,0.825
18,0.9375,0.9007936507936508,0.8680555555555556,0.9077380952380952
19,0.7291666666666666,0.5572916666666667,0.9375,0.75
20,0.8666666666666667,0.6294871794871795,0.7878205128205128,0.8
21,0.9423076923076923,0.8661858974358974,0.9807692307692308,1.0
22,0.8247619047619048,0.9666666666666667,0.9116666666666667,0.7961904761904761
23,0.634004884004884,0.8795787545787546,0.8345543345543346,0.7267246642246642
24,0.9111111111111111,0.9444444444444444,0.9166666666666666,0.9444444444444444
25,0.9545454545454546,0.9090909090909092,0.7386363636363636,1.0
26,0.8166666666666667,0.7666666666666666,0.7666666666666666,0.7583333333333332
27,0.5449095022624435,0.7307692307692308,0.9057692307692309,0.7583710407239819
28,0.9464285714285715,0.9166666666666666,0.9821428571428572,0.9166666666666666
29,0.78125,0.8854166666666666,0.9166666666666666,0.9583333333333334
30,0.8169304011927352,0.7977941176470589,0.8986005692599621,0.9253862835456764
31,0.8253968253968254,0.8865079365079365,1.0,0.8888888888888888
32,0.8434343434343434,0.9415584415584416,0.878968253968254,0.8813131313131313
33,0.8854166666666666,0.7924107142857143,0.875,0.8489583333333334
34,0.9270833333333334,0.7083333333333334,0.66875,0.9427083333333334
35,0.7648026315789473,0.9605263157894737,0.7675438596491229,0.8042763157894737
36,0.8534259857789269,0.9258241758241759,0.8873626373626374,0.8369424692954105
37,0.7973896574440053,0.8774703557312253,0.900197628458498,0.755270092226614
38,0.886904761904762,0.7738095238095237,0.7819940476190477,0.761904761904762
39,0.8333333333333334,1.0,1.0,1.0
40,0.794345238095238,0.8130952380952381,0.8184523809523809,0.7130952380952381
41,0.90625,0.96875,0.9166666666666666,1.0
42,0.8035714285714286,0.9097222222222222,0.8849206349206349,0.9166666666666667
43,0.8375,0.9048076923076923,0.9432692307692307,0.9375
44,0.8729946524064172,0.8943850267379679,0.8353269537480064,0.9024064171122994
45,0.7740384615384616,0.9182692307692308,0.9375,0.8798076923076923
46,0.8154761904761905,0.9503968253968254,0.8060515873015872,0.8650793650793651
47,0.5791666666666666,0.8166666666666667,0.84375,0.6333333333333333
48,0.7916666666666666,0.7708333333333334,0.875,1.0
49,0.9010416666666666,0.8666666666666666,0.8166666666666667,0.8010416666666667
50,0.8970588235294118,1.0,0.9705882352941176,0.9558823529411764
51,0.8939393939393939,0.75,0.9772727272727273,0.9772727272727273
52,0.79375,0.7708333333333333,0.8291666666666666,0.85625
53,0.8,0.8222222222222222,0.9722222222222222,0.6333333333333334
54,0.8458333333333333,0.871474358974359,0.9208333333333334,0.9291666666666667
55,0.8447368421052632,0.817391304347826,0.9173913043478261,0.9
56,1.0,0.8988095238095237,1.0,0.9821428571428572
57,0.6068376068376068,0.829059829059829,0.7991452991452991,0.8311965811965811
58,0.8652777777777778,0.829861111111111,0.8444444444444444,0.8027777777777778
59,0.7796451914098973,0.8988095238095238,0.8352007469654528,0.81734360410831
60,0.7708333333333334,0.9097222222222222,0.8888888888888888,0.96875
61,0.619642857142857,0.8553571428571427,0.7866071428571428,0.6446428571428572
62,0.6976190476190476,0.7,0.8988095238095237,0.7154761904761905
63,0.9291666666666667,0.8125,0.9166666666666666,0.95
64,0.8714646464646465,1.0,0.9318181818181819,0.9103535353535354
65,0.90625,0.6171875,1.0,1.0
66,0.8923913043478261,0.822463768115942,0.878416149068323,0.8923913043478261
67,0.9160714285714286,0.863095238095238,0.7851190476190477,0.7845238095238095
68,0.8545454545454546,0.9318181818181819,0.8712121212121212,0.9045454545454545
69,0.55,0.6,0.6291666666666667,0.875
70,0.83125,0.7493551587301588,0.975,0.85
71,0.9270833333333334,1.0,0.9583333333333334,0.9270833333333334
72,0.8055555555555555,0.8546296296296296,0.8388888888888889,0.7638888888888888
73,0.984375,1.0,1.0,0.96875
74,0.7692559523809525,0.91875,0.878422619047619,0.867470238095238
75,0.875,0.6897727272727272,0.84375,0.8125
76,0.93125,1.0,0.7916666666666667,0.9229166666666667
77,0.788961038961039,0.8333333333333333,0.9166666666666666,0.8344155844155844
78,1.0,1.0,0.875,1.0
79,0.5654761904761905,0.9166666666666667,0.9166666666666667,0.7291666666666666
80,0.7089799820062979,0.8533513270355375,0.7555386864597391,0.6743983355825461
81,0.8279411764705882,0.8955882352941176,0.975,0.95
82,0.8214285714285714,0.8798076923076923,0.9629120879120879,0.7678571428571428
83,0.8329493087557605,0.9166666666666667,0.8150921658986175,0.89247311827957
84,0.8541666666666666,0.9166666666666666,0.8072916666666666,0.9583333333333334
85,0.7980769230769231,0.8888888888888888,0.8379120879120879,0.8894993894993894
86,0.9391025641025641,0.5288461538461539,0.6538461538461539,0.9038461538461539
87,0.7752525252525252,0.7752525252525252,0.9545454545454546,0.8585858585858586
88,1.0,0.975,1.0,1.0
89,0.9821428571428572,0.75,1.0,0.9821428571428572
