,Baseline Model,Neural Net Classification,Supervised Distinct Model,OSF Sense Model
0,1.0,1.0,0.9047619047619048,0.9047619047619048
1,0.9428571428571428,0.8285714285714286,0.9142857142857143,0.9714285714285714
2,0.9069767441860465,0.9534883720930233,0.9069767441860465,0.9534883720930233
3,0.868421052631579,0.9473684210526315,0.9210526315789473,0.8947368421052632
4,0.8636363636363636,0.9545454545454546,0.9545454545454546,0.9545454545454546
5,0.8392857142857143,0.8392857142857143,0.9464285714285714,0.8392857142857143
6,0.6753246753246753,0.8701298701298701,0.8571428571428571,0.8051948051948052
7,0.9787234042553191,0.9574468085106383,0.9361702127659575,0.9148936170212766
8,0.8095238095238095,0.8571428571428571,0.7857142857142857,0.5952380952380952
9,0.8913043478260869,0.9347826086956522,0.8913043478260869,0.9130434782608695
10,0.7906976744186046,0.7906976744186046,0.6511627906976745,0.7441860465116279
11,0.8611111111111112,0.9861111111111112,0.9444444444444444,0.875
12,0.9285714285714286,0.875,0.9107142857142857,0.9285714285714286
13,0.8372093023255814,0.9302325581395349,0.9534883720930233,0.7674418604651163
14,0.8823529411764706,0.9117647058823529,0.9705882352941176,0.9411764705882353
15,0.6875,0.8958333333333334,0.8333333333333334,0.75
16,0.8378378378378378,0.972972972972973,1.0,0.972972972972973
17,0.9,0.75,0.875,0.85
18,0.925,0.925,0.875,0.925
19,0.8333333333333334,0.6527777777777778,0.9722222222222222,0.8611111111111112
20,0.9230769230769231,0.7307692307692307,0.8269230769230769,0.8461538461538461
21,0.8888888888888888,0.8888888888888888,0.9629629629629629,1.0
22,0.828125,0.96875,0.90625,0.796875
23,0.6233766233766234,0.9090909090909091,0.8571428571428571,0.7532467532467533
24,0.92,0.96,0.98,0.96
25,0.9459459459459459,0.8918918918918919,0.7837837837837838,1.0
26,0.782608695652174,0.782608695652174,0.8260869565217391,0.7391304347826086
27,0.7317073170731707,0.9512195121951219,0.9024390243902439,0.7317073170731707
28,0.9591836734693877,0.9591836734693877,0.9795918367346939,0.9591836734693877
29,0.7931034482758621,0.896551724137931,0.9310344827586207,0.9655172413793104
30,0.8571428571428571,0.9,0.9142857142857143,0.9142857142857143
31,0.75,0.875,1.0,0.8333333333333334
32,0.8148148148148148,0.9629629629629629,0.9259259259259259,0.8888888888888888
33,0.9215686274509803,0.8235294117647058,0.9215686274509803,0.8431372549019608
34,0.8857142857142857,0.8857142857142857,0.8571428571428571,0.9142857142857143
35,0.7659574468085106,0.9361702127659575,0.8085106382978723,0.8297872340425532
36,0.8372093023255814,0.9302325581395349,0.8837209302325582,0.8372093023255814
37,0.828125,0.875,0.890625,0.859375
38,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.8181818181818182
39,0.9285714285714286,1.0,1.0,1.0
40,0.7966101694915254,0.8813559322033898,0.7796610169491526,0.7627118644067796
41,0.9230769230769231,0.9743589743589743,0.9230769230769231,1.0
42,0.7735849056603774,0.9056603773584906,0.8679245283018868,0.9056603773584906
43,0.9242424242424242,0.9090909090909091,0.9393939393939394,0.9242424242424242
44,0.8679245283018868,0.9056603773584906,0.8867924528301887,0.9056603773584906
