,Baseline Model,Neural Net Classification,Supervised Distinct Model
0,0.7916666666666666,0.9166666666666666,0.7944444444444444
1,0.8680555555555556,0.9019607843137255,0.923611111111111
2,0.865625,0.984375,0.9274671052631578
3,0.7276785714285714,0.78125,0.7991071428571429
4,0.7403846153846154,1.0,0.825
5,0.7953296703296704,0.8360233516483517,0.8181662087912088
6,0.7637254901960784,0.8916666666666666,0.9352941176470588
7,0.8166666666666667,0.7125,0.9375
8,0.9545454545454546,0.8603896103896104,1.0
9,1.0,0.9821428571428572,0.9791666666666666
10,0.696969696969697,0.9060921717171717,0.7941919191919192
11,0.9208333333333334,0.8333333333333333,0.809375
12,0.6874999999999999,0.8125,0.8541666666666666
13,0.8661858974358974,0.7620192307692307,0.8052884615384616
14,0.9513888888888888,0.8999999999999999,0.8851190476190476
15,0.9149305555555556,0.861111111111111,0.7916666666666666
16,0.8057644110275689,0.9434523809523809,0.9642857142857143
17,0.8087406015037594,0.875,0.7515977443609023
18,0.8125,0.9642857142857143,1.0
19,0.8791666666666667,0.875,0.9583333333333334
20,0.9166666666666666,0.8958333333333334,0.8333333333333334
21,0.84375,0.875,1.0
22,0.48141025641025637,0.7224358974358974,0.7666666666666667
23,0.8603896103896105,0.8863636363636364,0.8457792207792209
24,0.8920454545454546,0.95,0.8920454545454546
25,0.740224358974359,0.9208333333333334,0.8277243589743589
26,0.9166666666666666,0.7777777777777778,0.9722222222222222
27,0.85,0.7158730158730159,0.7214285714285714
28,0.8863636363636364,0.9583333333333334,0.8939393939393939
29,0.7896825396825398,0.9285714285714286,0.8701298701298701
30,0.7238111888111889,0.7004895104895105,0.8619930069930071
31,0.8928571428571428,0.95,0.8285714285714286
32,0.9642857142857143,0.9642857142857143,1.0
33,0.8295454545454546,0.7991477272727273,0.8625
34,0.9045454545454545,0.9772727272727273,0.7333333333333334
35,0.8506944444444445,0.8680555555555556,0.85625
36,0.9090909090909091,0.9659090909090909,0.9807692307692308
37,0.7652243589743589,0.6346153846153846,0.7532051282051282
38,0.8541666666666666,0.953125,0.91875
39,0.8878787878787879,1.0,0.9772727272727273
40,0.7552083333333334,0.7751388888888888,0.7881944444444444
41,0.8944746376811594,0.8632246376811594,0.822463768115942
42,0.9642857142857143,0.8184523809523809,0.9642857142857143
43,0.8918128654970761,0.7222222222222222,0.9590643274853801
44,0.8666666666666667,0.9666666666666667,1.0
45,0.9230769230769231,0.8990384615384616,0.8557692307692308
46,0.42054738562091504,0.6441993464052287,0.7761437908496731
47,0.8109681372549019,0.9117647058823529,0.8731099170437406
48,0.921875,0.9166666666666666,0.8697916666666666
49,1.0,0.8833333333333333,0.6333333333333333
50,0.7708333333333334,0.8522727272727273,0.9583333333333334
51,0.9272727272727272,0.86875,0.8272727272727273
52,0.9217171717171718,0.7481060606060606,0.9147727272727273
53,0.8499999999999999,0.8731481481481482,0.8805555555555555
54,0.7191964285714286,0.7044642857142858,0.8772321428571428
55,0.6656108597285068,0.8256787330316742,0.898076923076923
56,0.7916666666666666,0.8080808080808081,0.8194444444444444
57,0.8680555555555556,1.0,0.8072916666666666
58,0.8888888888888888,0.9642857142857143,1.0
59,0.975,1.0,1.0
60,0.8583333333333334,0.7555555555555555,0.7777777777777778
61,0.875,0.9285714285714286,0.9107142857142858
62,0.7261904761904762,0.953968253968254,0.9428571428571428
63,0.6597222222222222,0.8784722222222222,0.8472222222222222
64,0.8622159090909091,0.9545454545454546,0.9076704545454546
65,0.6892857142857143,1.0,0.7142857142857143
66,0.8651515151515151,0.9772727272727273,0.8636363636363636
67,0.796875,0.7580357142857143,0.8223214285714286
68,0.7832167832167832,0.8574009324009324,0.9772727272727273
69,0.8511904761904763,0.9583333333333334,0.9444444444444444
70,0.9722222222222222,0.5833333333333333,0.711111111111111
71,0.6964285714285714,0.8587301587301588,0.8928571428571428
72,0.95,0.91875,0.9354166666666667
73,0.75,0.9583333333333334,0.8125
74,0.7904761904761904,0.8500000000000001,0.8904761904761904
75,0.96875,0.9782608695652174,0.8953804347826088
76,0.6774334733893557,0.9237132352941176,0.847718253968254
77,0.7563025210084033,0.9642857142857143,0.8455882352941176
78,0.875,0.9125,0.7
79,0.6666666666666666,0.9583333333333334,1.0
80,0.7892857142857143,0.9160714285714286,0.925
81,0.9705882352941176,0.7205882352941176,0.901702786377709
82,0.9261904761904762,0.7380952380952381,0.8380952380952381
83,0.8104166666666667,0.6488095238095238,0.8092261904761906
84,0.8230769230769232,0.9230769230769231,0.9115384615384616
85,0.9166666666666666,0.8958333333333334,0.875
86,0.7686965811965812,0.8540404040404042,0.9166666666666666
87,0.7194889397406559,0.8158212560386473,0.8539918637172641
88,0.71875,0.89375,0.7
89,0.890625,0.9583333333333334,0.9427083333333334
90,0.8418778801843319,0.9166666666666666,0.9668778801843319
91,0.8922619047619047,0.9666666666666667,0.8226190476190476
92,0.7700320512820512,0.8010416666666667,0.7531249999999999
93,0.8819444444444444,0.9821428571428572,0.9375
94,0.8343253968253967,0.8174603174603174,0.9206349206349206
95,0.8090909090909091,0.693939393939394,0.9045454545454545
96,0.8885416666666667,0.8916666666666666,0.875
97,0.5625,0.7708333333333334,1.0
98,0.824404761904762,0.8660714285714286,0.8660714285714286
99,0.9,1.0,0.85
