,Baseline Model,Neural Net Classification,Supervised Distinct Model
Baseline Model,0.0,0.9999997405565213,0.9999999560919278
Neural Net Classification,2.594434787153363e-07,0.0,0.4821411569652532
Supervised Distinct Model,4.390807216024715e-08,0.5178588430347467,0.0
