,over-canon,over-near1,over-near2,over-far1
ground_lightsource,,,,
ground_container,,,,
support,-0.058439064776323435,-0.6282480394372745,0.5826852956211779,-0.04698248748493925
ground_verticality,,,,
size_ratio,,,,
shortest_distance,-0.4161644086957992,-0.4746133759004523,-0.16027234521199163,0.2561427631551698
contact_proportion,-0.4495031203312162,-0.4495031203312162,0.33892246788462094,1.8363998391300747
above_proportion,0.9192973898459811,-0.9059561524155018,1.1387267106146832,-0.9059561524155019
below_proportion,-0.7484621051199398,1.173550676083062,-0.7484621051199396,0.26424752011524466
bbox_overlap_proportion,-0.22381218365264927,-0.35695286515686364,-0.03597756836101635,1.3597564753076843
horizontal_distance,0.28715174222626305,-0.24296053226674105,-0.1925566497625601,0.05202798806874762
f_covers_g,1.401343087550706,1.536002907966404,-0.3537760899576809,-0.3026718528469493
g_covers_f,-0.4512259443991934,-0.6888498550641714,0.8203392390486477,0.6281898182038017
figure_lightsource,,,,
figure_container,,,,
location_control,-0.2496701979791922,-0.8047318709080369,0.439198898413381,0.3168397604618324
