,inside-canon,inside-far1
ground_lightsource,,
ground_container,,
support,0.9288920464124445,1.2636959822948546
ground_verticality,,
size_ratio,,
shortest_distance,-0.5965009255833126,-0.5434060769293638
contact_proportion,2.292190618926858,0.8491362568503336
above_proportion,-0.837056463081445,0.09390366589905527
below_proportion,-0.7484621051199398,-0.7264678789085673
bbox_overlap_proportion,4.136509365789498,1.7289632388995992
horizontal_distance,-0.3846851186074401,-0.7279891599066812
f_covers_g,-0.40968686705117063,0.08637422721172866
g_covers_f,1.4651887684480425,0.777799810411253
figure_lightsource,,
figure_container,,
location_control,1.5383666530007372,1.2533788044206746
