,under-canon,under-near1,under-near2,under-far1
ground_lightsource,,,,
ground_container,,,,
support,-0.6278405540535161,-0.1005428750161787,-0.6282480394372745,-0.5277339536739071
ground_verticality,,,,
size_ratio,,,,
shortest_distance,1.4498280985326377,-0.5106883931964257,1.4139648130434999,-0.4296373497947767
contact_proportion,-0.4495031203312162,-0.10393101032580294,-0.44950312033121614,0.07335158154578819
above_proportion,-0.9059561524155018,-0.905956152415502,-0.905956152415502,-0.905956152415502
below_proportion,1.6343840719040237,-0.6702939191538759,1.6343840719040235,-0.11315013423803129
bbox_overlap_proportion,-0.3570435486078057,4.5115518198120785,-0.35704354860780574,0.8601207956096079
horizontal_distance,0.16723157333352345,0.01654608313812579,0.9773873338452883,0.17633626843109262
f_covers_g,0.19498627758138187,-0.6091027559065224,0.5229579027369248,-0.087153064027971
g_covers_f,1.2417528591322662,1.5226276855966552,-0.582053740521946,-0.09675118340601428
figure_lightsource,,,,
figure_container,,,,
location_control,-0.8052294935741726,0.09083802356674936,-0.8052360087024948,-0.10694139973719181
