,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
ground_lightsource,,,,,,,,
ground_container,,,,,,,,
support,,,,0.45898743431932826,,,-0.26089373556303425,
ground_verticality,,,,,,,,
size_ratio,,,,,,,,
shortest_distance,,,,-0.5013373907162959,,,-0.4230219284387112,
contact_proportion,,,,0.8927697883603697,,,0.30521285521033165,
above_proportion,,,,-0.57779676798133,,,-0.5330730627316332,
below_proportion,,,,-0.6861471749392634,,,-0.3962675495112048,
bbox_overlap_proportion,,,,1.2611709849363022,,,1.0915603172255166,
horizontal_distance,,,,-0.14542558531269148,,,-0.025526623021398496,
f_covers_g,,,,-0.5054992665658937,,,-0.5655281731286774,
g_covers_f,,,,0.15128127895796062,,,0.04014750974337465,
figure_lightsource,,,,,,,,
figure_container,,,,,,,,
location_control,,,,1.2375134098387,,,-0.3609938477151254,
