,Our Prototype,Exemplar,Conceptual Space,Proximity,Simple,Best Guess
Our Prototype,0.0,1.89106207518233e-33,1.061668131469747e-34,7.180630928894819e-35,2.907918841660717e-15,4.789936701631102e-13
Exemplar,1.0,0.0,0.921375981375532,7.180630928894819e-35,1.0,1.0
Conceptual Space,1.0,0.07862401862446801,0.0,7.180630928894819e-35,0.9999999999999832,0.9999999999999998
Proximity,1.0,1.0,1.0,0.0,1.0,1.0
Simple,0.9999999999999971,1.491503968682482e-18,1.6766319870639626e-14,7.1805297953695e-35,0.0,0.9999055891950549
Best Guess,0.999999999999521,7.913164119812764e-22,1.914216108980519e-16,7.1805297953695e-35,9.441080494507614e-05,0.0
